mes_ano,tipo,evento,valor,macro_categoria,origem
2022-05,receita,REC.CONDOMÍNIO,41248.84,Receitas Condominiais,xlsx
2022-05,receita,FUNDO RESERVA,1927.26,Fundos,xlsx
2022-05,receita,REC.TAXA USO BOX,190.0,Fundos,xlsx
2022-05,receita,FUNDO OBRAS,22.98,Fundos,xlsx
2022-05,receita,REC. MULTA,108.19,Receitas Condominiais,xlsx
2022-05,receita,REC.MULTA+C.M.+JRS.,23.31,Receitas Condominiais,xlsx
2022-05,despesa,PG.SALÁRIO,4637.14,Pessoal,xlsx
2022-05,despesa,PG.FGTS,268.34,Pessoal,xlsx
2022-05,despesa,PG.ADTO.SALÁRIO,600.0,Pessoal,xlsx
2022-05,despesa,PG.VALE REFEIÇÃO/ALIMENTAÇÃO,411.0,Pessoal,xlsx
2022-05,despesa,PG.PIS,33.54,Pessoal,xlsx
2022-05,despesa,PG.DARF INSS(E-SOCIAL/REINF),1120.84,Pessoal,xlsx
2022-05,despesa,PG.SECOVIMED,144.45,Taxas e Impostos,xlsx
2022-05,despesa,PG.VALE TRANSPORTE,1443.6,Pessoal,xlsx
2022-05,despesa,PG.SÍNDICO PROF.,1750.0,Pessoal,xlsx
2022-05,despesa,TAXA AUXILIAR ADMINISTRACAO,1096.2,Administração,xlsx
2022-05,despesa,REEMB.MAT.EXPEDIENTE,109.62,Administração,xlsx
2022-05,despesa,PG.FOLHA FUNC.BCO.,9.0,Administração,xlsx
2022-05,despesa,PG.SEG.VIDA FUNC.05/2022,252.03,Pessoal,xlsx
2022-05,despesa,PG.ASSEMB.EXTRA,204.7,Outros,xlsx
2022-05,despesa,ÁGUA,6809.78,Outros,xlsx
2022-05,despesa,PG.CEEE,914.6,Utilidades,xlsx
2022-05,despesa,PG.INSTALAÇÃO,1601.78,Manutenção,xlsx
2022-05,despesa,PG.EXTINTORES,30.0,Outros,xlsx
2022-05,despesa,PG.MANUT.ELEVADOR,857.64,Manutenção,xlsx
2022-05,despesa,PEÇAS ELEVADOR,2453.34,Manutenção,xlsx
2022-05,despesa,PG.,55.26,Outros,xlsx
2022-05,despesa,PG.MATERIAIS,2284.43,Outros,xlsx
2022-05,despesa,PG.MAT.LIMPEZA,372.76,Utilidades,xlsx
2022-05,despesa,PG.IMPRESSÕES/FOTOC.,212.0,Administração,xlsx
2022-05,despesa,PG.ENCERRAMENTO,10533.38,Outros,xlsx
2022-05,despesa,PG.SEGURO INCÊNDIO,981.25,Administração,xlsx
2022-05,despesa,PG.ISSQN,468.43,Taxas e Impostos,xlsx
2022-05,despesa,PG.DECLARAÇÃO PMPA/ISSQNDEC,29.0,Taxas e Impostos,xlsx
2022-05,despesa,PG.EMISSÃO DARF/IMPOSTOS,35.0,Pessoal,xlsx
2022-06,receita,FUNDO RESERVA,56.78,Fundos,xlsx
2022-06,receita,REC.CONDOMÍNIO,47367.27,Receitas Condominiais,xlsx
2022-06,receita,FUNDO OBRAS,2999.4,Fundos,xlsx
2022-06,receita,REC.CONDOMÍNIO,90.05,Receitas Condominiais,xlsx
2022-06,receita,REC.,124.49,Outros,xlsx
2022-06,receita,REC.COND.ESTACIONAMENTO,40.0,Receitas Condominiais,xlsx
2022-06,receita,REC. MULTA,62.45,Receitas Condominiais,xlsx
2022-06,receita,REC.MULTA+C.M.+JRS.,68.14,Receitas Condominiais,xlsx
2022-06,despesa,DIF.CONDOMÍNIO,529.92,Outros,xlsx
2022-06,despesa,REC.CONDOMÍNIO,10.0,Receitas Condominiais,xlsx
2022-06,despesa,PG.SERV.PORTARIA,16660.0,Utilidades,xlsx
2022-06,despesa,PG.FGTS,268.34,Pessoal,xlsx
2022-06,despesa,PG.SERV.LIMP.,7570.0,Utilidades,xlsx
2022-06,despesa,PG.ADTO.SALÁRIO,600.0,Pessoal,xlsx
2022-06,despesa,PG.PIS/COFINS/CSLL,61.38,Pessoal,xlsx
2022-06,despesa,PG.PIS,33.54,Pessoal,xlsx
2022-06,despesa,PG.DARF INSS(E-SOCIAL/REINF),1788.34,Pessoal,xlsx
2022-06,despesa,PG.SÍNDICO PROF.,1750.0,Pessoal,xlsx
2022-06,despesa,PG.SECOVIMED,144.45,Taxas e Impostos,xlsx
2022-06,despesa,TAXA AUXILIAR ADMINISTRACAO,1096.2,Administração,xlsx
2022-06,despesa,REEMB.MAT.EXPEDIENTE,109.62,Administração,xlsx
2022-06,despesa,PG.VALE TRANSPORTE,1528.8,Pessoal,xlsx
2022-06,despesa,PG.SEG.VIDA FUNC.06/2022,252.03,Pessoal,xlsx
2022-06,despesa,PG.VALE REFEIÇÃO/ALIMENTAÇÃO,202.5,Pessoal,xlsx
2022-06,despesa,PG.FOLHA FUNC.BCO.,9.0,Administração,xlsx
2022-06,despesa,PG.SALÁRIO,2318.57,Pessoal,xlsx
2022-06,despesa,ÁGUA,6883.4,Outros,xlsx
2022-06,despesa,PG.CEEE,933.34,Utilidades,xlsx
2022-06,despesa,PEÇAS ELEVADOR,1593.67,Manutenção,xlsx
2022-06,despesa,PG.MANUT.ELEVADOR,840.0,Manutenção,xlsx
2022-06,despesa,PG.BÓIA,629.17,Manutenção,xlsx
2022-06,despesa,PG.FECHADURA,140.0,Manutenção,xlsx
2022-06,despesa,PG.MAT.LIMPEZA,728.16,Utilidades,xlsx
2022-06,despesa,PG.RECARGA CELULAR,95.0,Outros,xlsx
2022-06,despesa,PG.ISSQN,663.8,Taxas e Impostos,xlsx
2022-06,despesa,PG.TRANSAÇÕES BCO.TED/DOC,18.9,Taxas e Impostos,xlsx
2022-06,despesa,PG.CORREIO CONV.ASSEMB.C/AR,441.45,Outros,xlsx
2022-06,despesa,PG.DECLARAÇÃO PMPA/ISSQNDEC,29.0,Taxas e Impostos,xlsx
2022-06,despesa,PG.EMISSÃO DARF/IMPOSTOS,35.0,Pessoal,xlsx
2022-06,despesa,PG.IMPRESSÕES/FOTOC.,51.0,Administração,xlsx
2022-06,despesa,PG.EFD-REINF/E-SOCIAL,27.0,Pessoal,xlsx
2022-06,despesa,PG.SEGURO INCÊNDIO,981.25,Administração,xlsx
2022-07,receita,FUNDO OBRAS,3187.96,Fundos,xlsx
2022-07,receita,REC.CONDOMÍNIO,49234.78,Receitas Condominiais,xlsx
2022-07,receita,REC.ALUG.DEPÓSITO,100.0,Fundos,xlsx
2022-07,receita,DIF.FDO.RESERVA,90.15,Outros,xlsx
2022-07,receita,REC.COND.ESTACIONAMENTO,600.0,Receitas Condominiais,xlsx
2022-07,receita,FUNDO RESERVA,36.59,Fundos,xlsx
2022-07,receita,REC.TAXA USO BOX,590.0,Fundos,xlsx
2022-07,receita,REC.DEVOLUÇÃO RETIRADA,800.0,Receitas Condominiais,xlsx
2022-07,receita,REC. MULTA,82.26,Receitas Condominiais,xlsx
2022-07,receita,REC.MULTA+C.M.+JRS.,83.02,Receitas Condominiais,xlsx
2022-07,despesa,PG.SERV.PORTARIA,16660.0,Utilidades,xlsx
2022-07,despesa,PG.FGTS,268.34,Pessoal,xlsx
2022-07,despesa,PG.ADTO.SALÁRIO,600.0,Pessoal,xlsx
2022-07,despesa,PG.SERV.LIMP.,3785.0,Utilidades,xlsx
2022-07,despesa,PG.SÍNDICO PROF.,1750.0,Pessoal,xlsx
2022-07,despesa,PG.PIS/COFINS/CSLL,535.2,Pessoal,xlsx
2022-07,despesa,PG.DARF INSS(E-SOCIAL/REINF),1645.54,Pessoal,xlsx
2022-07,despesa,PG.PIS,33.54,Pessoal,xlsx
2022-07,despesa,PG.VALE TRANSPORTE,812.2,Pessoal,xlsx
2022-07,despesa,PG.SECOVIMED,144.45,Taxas e Impostos,xlsx
2022-07,despesa,PG.FÉRIAS PERÍODO,2087.8,Pessoal,xlsx
2022-07,despesa,TAXA AUXILIAR ADMINISTRACAO,1096.2,Administração,xlsx
2022-07,despesa,REEMB.MAT.EXPEDIENTE,109.62,Administração,xlsx
2022-07,despesa,PG.VALE REFEIÇÃO/ALIMENTAÇÃO,202.5,Pessoal,xlsx
2022-07,despesa,PG.SALÁRIO,3047.58,Pessoal,xlsx
2022-07,despesa,PG.FOLHA FUNC.BCO.,18.0,Administração,xlsx
2022-07,despesa,PG.SEG.VIDA FUNC.07/2022,252.03,Pessoal,xlsx
2022-07,despesa,PG.ASSEMB.ORDIN.,204.7,Outros,xlsx
2022-07,despesa,PG.CEEE,4289.84,Utilidades,xlsx
2022-07,despesa,ÁGUA,8120.21,Outros,xlsx
2022-07,despesa,PEÇAS ELEVADOR,2517.59,Manutenção,xlsx
2022-07,despesa,PG.CONS.FECHADURA,45.0,Outros,xlsx
2022-07,despesa,PG.MANUT.ELEVADOR,840.0,Manutenção,xlsx
2022-07,despesa,PG.REP.BOMBAS,850.0,Manutenção,xlsx
2022-07,despesa,PG.REP.HIDRÁULICO,4803.0,Manutenção,xlsx
2022-07,despesa,PG.MATERIAIS,545.01,Outros,xlsx
2022-07,despesa,PG.REPAROS,600.0,Manutenção,xlsx
2022-07,despesa,PG.SACOS LIXO,571.99,Outros,xlsx
2022-07,despesa,RETIRADA P/POSTERIOR ACERTO,800.0,Retiradas/Acerto,xlsx
2022-07,despesa,PG. ABERTURA PORTA,80.0,Outros,xlsx
2022-07,despesa,PG.ISSQN,631.3,Taxas e Impostos,xlsx
2022-07,despesa,PG.TRANSAÇÕES BCO.TED/DOC,24.3,Taxas e Impostos,xlsx
2022-07,despesa,PG.IMPRESSÕES/FOTOC.,163.25,Administração,xlsx
2022-07,despesa,PG.DECLARAÇÃO PMPA/ISSQNDEC,29.0,Taxas e Impostos,xlsx
2022-07,despesa,PG.EMISSÃO DARF/IMPOSTOS,35.0,Pessoal,xlsx
2022-07,despesa,PG.,200.0,Outros,xlsx
2022-07,despesa,PG.EFD-REINF/E-SOCIAL,27.0,Pessoal,xlsx
2022-07,despesa,PG.SEGURO INCÊNDIO,981.25,Administração,xlsx
2022-07,despesa,PG.REMESSA DOCTOS.,177.2,Administração,xlsx
2022-08,receita,FUNDO OBRAS,4452.86,Fundos,xlsx
2022-08,receita,REC.CONDOMÍNIO,217605.41,Receitas Condominiais,xlsx
2022-08,receita,FUNDO RESERVA,266.42,Fundos,xlsx
2022-08,receita,REC.COND.ESTACIONAMENTO,680.0,Receitas Condominiais,xlsx
2022-08,receita,REC.ALUG.DEPÓSITO,100.0,Fundos,xlsx
2022-08,receita,REC.TAXA USO BOX,390.0,Fundos,xlsx
2022-08,receita,REC.DEVOLUÇÃO RETIRADA,1750.0,Receitas Condominiais,xlsx
2022-08,receita,REC.MULTA+C.M.+JRS.,177.17,Receitas Condominiais,xlsx
2022-08,receita,REC. MULTA,201.21,Receitas Condominiais,xlsx
2022-08,despesa,REC.DEVOLUÇÃO,2805.34,Receitas Condominiais,xlsx
2022-08,despesa,PG.GRATIFICAÇÃO,600.0,Outros,xlsx
2022-08,despesa,PG.SERV.LIMP.,3785.0,Utilidades,xlsx
2022-08,despesa,PG.FGTS,280.37,Pessoal,xlsx
2022-08,despesa,PG.SERV.PORTARIA,16660.0,Utilidades,xlsx
2022-08,despesa,PG.SÍNDICO PROF.,3500.0,Pessoal,xlsx
2022-08,despesa,PG.DISSÍDIO EMPREGADOR/2022,120.0,Pessoal,xlsx
2022-08,despesa,PG.ADTO.SALÁRIO,300.0,Pessoal,xlsx
2022-08,despesa,PG.PIS/COFINS/CSLL,283.18,Pessoal,xlsx
2022-08,despesa,PG.DARF INSS(E-SOCIAL/REINF),1768.73,Pessoal,xlsx
2022-08,despesa,PG.PIS,35.05,Pessoal,xlsx
2022-08,despesa,PG.SECOVIMED,182.45,Taxas e Impostos,xlsx
2022-08,despesa,PG.VALE TRANSPORTE,1386.2,Pessoal,xlsx
2022-08,despesa,TAXA AUXILIAR ADMINISTRACAO,1096.2,Administração,xlsx
2022-08,despesa,REEMB.MAT.EXPEDIENTE,109.62,Administração,xlsx
2022-08,despesa,PG.VALE REFEIÇÃO/ALIMENTAÇÃO,200.0,Pessoal,xlsx
2022-08,despesa,PG.SERV.PRESTADOS,2744.0,Manutenção,xlsx
2022-08,despesa,PG.SEG.VIDA FUNC.08/2022,252.03,Pessoal,xlsx
2022-08,despesa,PG.SALÁRIO,1254.57,Pessoal,xlsx
2022-08,despesa,PG.FOLHA FUNC.BCO.,18.0,Administração,xlsx
2022-08,despesa,ÁGUA,7788.99,Outros,xlsx
2022-08,despesa,PG.CEEE,1942.2,Utilidades,xlsx
2022-08,despesa,PG.VISTORIA HIDRÁULICA,1176.0,Outros,xlsx
2022-08,despesa,PEÇAS ELEVADOR,1975.67,Manutenção,xlsx
2022-08,despesa,PG.MANUT.ELEVADOR,840.0,Manutenção,xlsx
2022-08,despesa,PG.PINTURA,1470.0,Manutenção,xlsx
2022-08,despesa,PG.MATERIAIS,1875.0,Outros,xlsx
2022-08,despesa,PG.SACOS LIXO,929.69,Outros,xlsx
2022-08,despesa,PG.ISSQN,758.1,Taxas e Impostos,xlsx
2022-08,despesa,PG.TRANSAÇÕES BCO.TED/DOC,40.5,Taxas e Impostos,xlsx
2022-08,despesa,PG.CORREIO CONV.ASSEMB.C/AR,408.75,Outros,xlsx
2022-08,despesa,PG.DECLARAÇÃO PMPA/ISSQNDEC,29.0,Taxas e Impostos,xlsx
2022-08,despesa,PG.EMISSÃO DARF/IMPOSTOS,35.0,Pessoal,xlsx
2022-08,despesa,RETIRADA P/POSTERIOR ACERTO,1750.0,Retiradas/Acerto,xlsx
2022-08,despesa,PG.IMPRESSÕES/FOTOC.,84.0,Administração,xlsx
2022-08,despesa,PG.REMESSA DOCTOS.,177.2,Administração,xlsx
2022-08,despesa,PG.EFD-REINF/E-SOCIAL,27.0,Pessoal,xlsx
2022-08,despesa,PG.TARIFA BANCO COBRANÇA,549.0,Administração,xlsx
2022-08,despesa,PG.SEGURO INCÊNDIO,981.25,Administração,xlsx
2022-08,despesa,S/DÉB.,50057.09,Outros,xlsx
2022-09,receita,FUNDO OBRAS,3578.67,Fundos,xlsx
2022-09,receita,REC.CONDOMÍNIO,55895.34,Receitas Condominiais,xlsx
2022-09,receita,REC.ALUG.DEPÓSITO,80.0,Fundos,xlsx
2022-09,receita,REC.COND.ESTACIONAMENTO,720.0,Receitas Condominiais,xlsx
2022-09,receita,REC.TAXA USO BOX,390.0,Fundos,xlsx
2022-09,receita,REC.DEVOLUÇÃO RETIRADA,1750.0,Receitas Condominiais,xlsx
2022-09,receita,REC. MULTA,101.09,Receitas Condominiais,xlsx
2022-09,receita,REC.MULTA+C.M.+JRS.,62.05,Receitas Condominiais,xlsx
2022-09,despesa,PG.FGTS,326.19,Pessoal,xlsx
2022-09,despesa,PG.SERV.LIMP.,4606.0,Utilidades,xlsx
2022-09,despesa,PG.SERV.PORTARIA,16660.0,Utilidades,xlsx
2022-09,despesa,PG.ADTO.SALÁRIO,600.0,Pessoal,xlsx
2022-09,despesa,PG.PIS/COFINS/CSLL,283.18,Pessoal,xlsx
2022-09,despesa,PG.DARF INSS(E-SOCIAL/REINF),1987.42,Pessoal,xlsx
2022-09,despesa,PG.PIS,40.77,Pessoal,xlsx
2022-09,despesa,PG. IRRF,14.9,Outros,xlsx
2022-09,despesa,PG.SÍNDICO PROF.,1750.0,Pessoal,xlsx
2022-09,despesa,PG.SECOVIMED,152.05,Taxas e Impostos,xlsx
2022-09,despesa,TAXA AUXILIAR ADMINISTRACAO,1096.2,Administração,xlsx
2022-09,despesa,REEMB.MAT.EXPEDIENTE,109.62,Administração,xlsx
2022-09,despesa,PG.VALE TRANSPORTE,1443.6,Pessoal,xlsx
2022-09,despesa,PG.VALE REFEIÇÃO/ALIMENTAÇÃO,200.0,Pessoal,xlsx
2022-09,despesa,PG.SEG.VIDA FUNC.09/2022,252.03,Pessoal,xlsx
2022-09,despesa,PG.SALÁRIO,2580.46,Pessoal,xlsx
2022-09,despesa,PG.FOLHA FUNC.BCO.,18.0,Administração,xlsx
2022-09,despesa,ADTO.13º SALÁRIO,933.75,Outros,xlsx
2022-09,despesa,ÁGUA,7906.78,Outros,xlsx
2022-09,despesa,PG.CEEE,1752.6,Utilidades,xlsx
2022-09,despesa,PEÇAS ELEVADOR,1226.65,Manutenção,xlsx
2022-09,despesa,PG.MANUT.ELEVADOR,705.6,Manutenção,xlsx
2022-09,despesa,PG.EQUIPAMENTOS,15570.0,Outros,xlsx
2022-09,despesa,PG.MANUTENÇÃO,3900.0,Manutenção,xlsx
2022-09,despesa,PG.MATERIAIS,3731.72,Outros,xlsx
2022-09,despesa,PG.REPAROS,450.0,Manutenção,xlsx
2022-09,despesa,PG.IMPERMEABILIZAÇÃO,20286.0,Outros,xlsx
2022-09,despesa,PG.MAT.LIMPEZA,308.4,Utilidades,xlsx
2022-09,despesa,PG.REG.IMÓVEIS,85.8,Outros,xlsx
2022-09,despesa,PG.ISSQN,413.3,Taxas e Impostos,xlsx
2022-09,despesa,RETIRADA P/POSTERIOR ACERTO,1750.0,Retiradas/Acerto,xlsx
2022-09,despesa,PG.TRANSAÇÕES BCO.TED/DOC,35.1,Taxas e Impostos,xlsx
2022-09,despesa,PG.DESP.CARTÓRIO,35.64,Outros,xlsx
2022-09,despesa,PG.DECLARAÇÃO PMPA/ISSQNDEC,29.0,Taxas e Impostos,xlsx
2022-09,despesa,PG.EMISSÃO DARF/IMPOSTOS,35.0,Pessoal,xlsx
2022-09,despesa,PG.EFD-REINF/E-SOCIAL,27.0,Pessoal,xlsx
2022-09,despesa,VALOR,114.49,Outros,xlsx
2022-09,despesa,PG.TARIFA BANCO COBRANÇA,549.0,Administração,xlsx
2022-09,despesa,PG.SEGURO INCÊNDIO,981.25,Administração,xlsx
2022-09,despesa,PG.REMESSA DOCTOS.,177.2,Administração,xlsx
2022-10,receita,REC.COND.ESTACIONAMENTO,800.0,Receitas Condominiais,xlsx
2022-10,receita,FUNDO OBRAS,3529.2,Fundos,xlsx
2022-10,receita,REC.CONDOMÍNIO,55203.73,Receitas Condominiais,xlsx
2022-10,receita,REC.ALUG.DEPÓSITO,120.0,Fundos,xlsx
2022-10,receita,REC.TAXA USO BOX,390.0,Fundos,xlsx
2022-10,receita,REC.MULTA+C.M.+JRS.,42.73,Receitas Condominiais,xlsx
2022-10,receita,REC. MULTA,90.55,Receitas Condominiais,xlsx
2022-10,receita,13º SALARIO,52.65,Pessoal,xlsx
2022-10,despesa,PG.SERV.PORTARIA,16660.0,Utilidades,xlsx
2022-10,despesa,PG.SERV.LIMP.,4606.0,Utilidades,xlsx
2022-10,despesa,PG.FGTS,439.58,Pessoal,xlsx
2022-10,despesa,PG.ADTO.SALÁRIO,600.0,Pessoal,xlsx
2022-10,despesa,PG.PIS/COFINS/CSLL,61.38,Pessoal,xlsx
2022-10,despesa,PG.DARF INSS(E-SOCIAL/REINF),1709.79,Pessoal,xlsx
2022-10,despesa,PG.PIS,36.63,Pessoal,xlsx
2022-10,despesa,PG.SECOVIMED,160.05,Taxas e Impostos,xlsx
2022-10,despesa,PG.VALE TRANSPORTE,1386.2,Pessoal,xlsx
2022-10,despesa,PG.VALE REFEIÇÃO/ALIMENTAÇÃO,200.0,Pessoal,xlsx
2022-10,despesa,TAXA AUXILIAR ADMINISTRACAO,1096.2,Administração,xlsx
2022-10,despesa,REEMB.MAT.EXPEDIENTE,109.62,Administração,xlsx
2022-10,despesa,PG.SEG.VIDA FUNC.10/2022,252.03,Pessoal,xlsx
2022-10,despesa,PG.SALÁRIO,2581.46,Pessoal,xlsx
2022-10,despesa,PG.FOLHA FUNC.BCO.,18.0,Administração,xlsx
2022-10,despesa,PG.SÍNDICO PROF.,1750.0,Pessoal,xlsx
2022-10,despesa,ÁGUA,7980.4,Outros,xlsx
2022-10,despesa,PG.CEEE,1623.29,Utilidades,xlsx
2022-10,despesa,PG.EQUIPAMENTOS,15503.0,Outros,xlsx
2022-10,despesa,PG.MANUT.ELEVADOR,705.6,Manutenção,xlsx
2022-10,despesa,PEÇAS ELEVADOR,2575.13,Manutenção,xlsx
2022-10,despesa,PG.MATERIAL,1163.8,Manutenção,xlsx
2022-10,despesa,PG.REFORMA,6078.1,Manutenção,xlsx
2022-10,despesa,PG.MATERIAIS,2497.28,Outros,xlsx
2022-10,despesa,PG.MAT.LIMPEZA,1145.34,Utilidades,xlsx
2022-10,despesa,PG.RECARGA CELULAR,50.0,Outros,xlsx
2022-10,despesa,PG.ISSQN,942.8,Taxas e Impostos,xlsx
2022-10,despesa,PG.TRANSAÇÕES BCO.TED/DOC,32.4,Taxas e Impostos,xlsx
2022-10,despesa,PG.DECLARAÇÃO PMPA/ISSQNDEC,29.0,Taxas e Impostos,xlsx
2022-10,despesa,PG.EMISSÃO DARF/IMPOSTOS,35.0,Pessoal,xlsx
2022-10,despesa,PG.CUSTAS JUDICIAIS,252.9,Outros,xlsx
2022-10,despesa,PG.EFD-REINF/E-SOCIAL,27.0,Pessoal,xlsx
2022-10,despesa,RETIRADA P/POSTERIOR ACERTO,1800.0,Retiradas/Acerto,xlsx
2022-10,despesa,PG.TARIFA BANCO COBRANÇA,549.0,Administração,xlsx
2022-10,despesa,PG.FOTOCÓPIAS,113.78,Outros,xlsx
2022-10,despesa,PG.SEGURO INCÊNDIO,981.27,Administração,xlsx
2022-10,despesa,PG.REMESSA DOCTOS.,177.2,Administração,xlsx
2022-11,receita,FUNDO OBRAS,3410.18,Fundos,xlsx
2022-11,receita,REC.CONDOMÍNIO,53395.34,Receitas Condominiais,xlsx
2022-11,receita,REC.COND.ESTACIONAMENTO,680.0,Receitas Condominiais,xlsx
2022-11,receita,REC.ALUG.DEPÓSITO,70.0,Fundos,xlsx
2022-11,receita,REC.TAXA USO BOX,380.0,Fundos,xlsx
2022-11,receita,REC.DEVOLUÇÃO,1000.0,Receitas Condominiais,xlsx
2022-11,receita,REC. MULTA,44.0,Receitas Condominiais,xlsx
2022-11,receita,REC.MULTA+C.M.+JRS.,31.07,Receitas Condominiais,xlsx
2022-11,receita,13º SALARIO,2277.5,Pessoal,xlsx
2022-11,despesa,PG.SERV.PORTARIA,16660.0,Utilidades,xlsx
2022-11,despesa,PG.SERV.LIMP.,4606.0,Utilidades,xlsx
2022-11,despesa,PG.FGTS,293.05,Pessoal,xlsx
2022-11,despesa,PG.ADTO.SALÁRIO,600.0,Pessoal,xlsx
2022-11,despesa,PG.PIS/COFINS/CSLL,61.38,Pessoal,xlsx
2022-11,despesa,PG.DARF INSS(E-SOCIAL/REINF),1227.39,Pessoal,xlsx
2022-11,despesa,PG.PIS,36.63,Pessoal,xlsx
2022-11,despesa,PG.SECOVIMED,160.05,Taxas e Impostos,xlsx
2022-11,despesa,PG.VALE TRANSPORTE,1558.4,Pessoal,xlsx
2022-11,despesa,TAXA AUXILIAR ADMINISTRACAO,1096.2,Administração,xlsx
2022-11,despesa,REEMB.MAT.EXPEDIENTE,109.62,Administração,xlsx
2022-11,despesa,PG.SALÁRIO,2581.46,Pessoal,xlsx
2022-11,despesa,PG.FOLHA FUNC.BCO.,27.0,Administração,xlsx
2022-11,despesa,PG.VALE REFEIÇÃO/ALIMENTAÇÃO,200.0,Pessoal,xlsx
2022-11,despesa,PG.1º PARC.13º SAL.,897.84,Pessoal,xlsx
2022-11,despesa,PG.SEG.VIDA FUNC.11/2022,252.03,Pessoal,xlsx
2022-11,despesa,ÁGUA,8492.27,Outros,xlsx
2022-11,despesa,PG.CEEE,1636.22,Utilidades,xlsx
2022-11,despesa,PG.EQUIPAMENTOS,15503.0,Outros,xlsx
2022-11,despesa,PG.MANUT.ELEVADOR,798.0,Manutenção,xlsx
2022-11,despesa,PEÇAS ELEVADOR,2575.13,Manutenção,xlsx
2022-11,despesa,PG.REFORMA,6078.11,Manutenção,xlsx
2022-11,despesa,PG.IMPERMEABILIZAÇÃO,37253.03,Outros,xlsx
2022-11,despesa,PG.COLUNA ÁGUA,2600.0,Outros,xlsx
2022-11,despesa,PG.MATERIAL,870.03,Manutenção,xlsx
2022-11,despesa,PG.MATERIAIS,697.85,Outros,xlsx
2022-11,despesa,PG.MAT.LIMPEZA,929.2,Utilidades,xlsx
2022-11,despesa,PG.ISSQN,776.89,Taxas e Impostos,xlsx
2022-11,despesa,PG.TRANSAÇÕES BCO.TED/DOC,27.0,Taxas e Impostos,xlsx
2022-11,despesa,PG.TARIFA BANCO COBRANÇA,549.0,Administração,xlsx
2022-11,despesa,PG.EMISSÃO DARF/IMPOSTOS,35.0,Pessoal,xlsx
2022-11,despesa,PG.DECLARAÇÃO PMPA/ISSQNDEC,29.0,Taxas e Impostos,xlsx
2022-11,despesa,PG.REMESSA DOCTOS.,177.2,Administração,xlsx
2022-11,despesa,PG.EFD-REINF/E-SOCIAL,27.0,Pessoal,xlsx
2022-12,receita,FUNDO OBRAS,3620.98,Fundos,xlsx
2022-12,receita,REC.CONDOMÍNIO,55297.93,Receitas Condominiais,xlsx
2022-12,receita,REC.ALUG.DEPÓSITO,100.0,Fundos,xlsx
2022-12,receita,REC.COND.ESTACIONAMENTO,760.0,Receitas Condominiais,xlsx
2022-12,receita,REC.TAXA USO BOX,390.0,Fundos,xlsx
2022-12,receita,REC.MULTA+C.M.+JRS.,68.9,Receitas Condominiais,xlsx
2022-12,receita,REC. MULTA,70.56,Receitas Condominiais,xlsx
2022-12,receita,13º SALARIO,2341.34,Pessoal,xlsx
2022-12,receita,REC.CH.EXTRA FÉRIAS,162.81,Fundos,xlsx
2022-12,receita,VALOR,1905.83,Outros,xlsx
2022-12,despesa,PG.SÍNDICO PROF.,1750.0,Pessoal,xlsx
2022-12,despesa,PG.SERV.PORTARIA,16660.0,Utilidades,xlsx
2022-12,despesa,PG.SERV.LIMP.,4606.0,Utilidades,xlsx
2022-12,despesa,PG.FGTS,293.05,Pessoal,xlsx
2022-12,despesa,PG.ADTO.SALÁRIO,600.0,Pessoal,xlsx
2022-12,despesa,PG.2º PARC.13º SAL./2022,1538.27,Pessoal,xlsx
2022-12,despesa,PG.PIS/COFINS/CSLL,61.38,Pessoal,xlsx
2022-12,despesa,PG.INSS S/13º SAL.,1227.39,Pessoal,xlsx
2022-12,despesa,PG.DARF INSS(E-SOCIAL/REINF),1747.39,Pessoal,xlsx
2022-12,despesa,PG.PIS,36.63,Pessoal,xlsx
2022-12,despesa,PG.SECOVIMED,160.05,Taxas e Impostos,xlsx
2022-12,despesa,TAXA AUXILIAR ADMINISTRACAO,1096.2,Administração,xlsx
2022-12,despesa,REEMB.MAT.EXPEDIENTE,109.62,Administração,xlsx
2022-12,despesa,PG.FOLHA FUNC.BCO.,27.0,Administração,xlsx
2022-12,despesa,PG.SALÁRIO,2581.46,Pessoal,xlsx
2022-12,despesa,PG.VALE TRANSPORTE,1501.0,Pessoal,xlsx
2022-12,despesa,PG.VALE REFEIÇÃO/ALIMENTAÇÃO,200.0,Pessoal,xlsx
2022-12,despesa,PG.SEG.VIDA FUNC.12/2022,274.02,Pessoal,xlsx
2022-12,despesa,ÁGUA,10334.16,Outros,xlsx
2022-12,despesa,PG.CEEE,1792.58,Utilidades,xlsx
2022-12,despesa,PEÇAS ELEVADOR,3416.74,Manutenção,xlsx
2022-12,despesa,PG.EQUIPAMENTOS,15504.0,Outros,xlsx
2022-12,despesa,PG.MANUT.ELEVADOR,802.12,Manutenção,xlsx
2022-12,despesa,PG.DESINSETIZAÇÃO,1287.99,Outros,xlsx
2022-12,despesa,PG.MANUTENÇÃO,1880.0,Manutenção,xlsx
2022-12,despesa,PG.MATERIAIS,1418.72,Outros,xlsx
2022-12,despesa,PG.DESENTUPIDORA,3498.06,Outros,xlsx
2022-12,despesa,PG.IMPERMEABILIZAÇÃO,3264.48,Outros,xlsx
2022-12,despesa,PG.MATERIAL,886.7,Manutenção,xlsx
2022-12,despesa,PG.MAT.LIMPEZA,861.68,Utilidades,xlsx
2022-12,despesa,PG.ISSQN,1624.43,Taxas e Impostos,xlsx
